"Sample","otu103","otu2379","otu2423","otu2890","otu3392","otu3990","otu6383","otu7576","otu8173","otu10439","otu11469","otu12942","otu14164","otu14687","otu16950","otu17585","otu18139","otu19110","otu19222","otu20282","otu20391","otu20703","otu22228","otu23285","otu25063","otu25427","otu25710","otu28108","otu31152","otu31325","otu31444","otu31969","otu32195","otu32615","otu33234","otu36476","otu39098","otu39807","otu43591","otu45913","otu48041","otu48408","otu48887","otu50008","otu50138","otu50467","otu52238","otu53645","otu54876","otu55081","otu55238","otu56581","otu59067","otu59191","otu60864","otu66318","otu68191","otu71155","otu73457","otu74222","otu76164","otu76835","otu76999","otu82036","otu84287","otu84549","otu87197","otu88227","otu89221","otu93238","otu93508","otu96417","otu96750","otu97002","otu98406","otu100173","otu100185","otu102612","otu105055","otu105918","otu108443","otu108571","otu112686","otu114021","otu114513","otu115907","otu116772","otu118033","otu118446","otu119012","otu119351","otu119688","otu124110","otu128725","otu131157","otu133662","otu134168","otu135996","otu136348","otu136731","otu141404","otu141623","otu142678","otu144130","otu146262","otu150436","otu150668","otu151653","otu152190","otu152392","otu152633","otu155450","otu155734","otu156628","otu156773","otu165510","otu167689","otu168963","otu169626","otu169862","otu171230","otu176043","otu178937","otu180428","otu183494","otu184889","otu187124","otu191377","otu195186","otu196432","otu196435","otu196730","otu197535","otu198682","otu199327","otu199919","otu199925","otu200917","otu201666","otu202429","otu203792","otu204699","otu209458","otu210135","otu210568","otu211475","otu212247","otu212474","otu213730","otu214531","otu214596","otu215966","otu217172","otu217482","otu217551","otu218012","otu218128","otu220670","otu221165","otu221454","otu224289","otu224843","otu225267","otu225313","otu227914","otu233140","otu233874","otu235052","otu236476","otu239729","otu242522","otu243901","otu244479","otu246873","otu247588","otu248700","otu249461","otu250554","otu250673","otu252230","otu254406","otu254548","otu255165","otu255693","otu257293","otu262772","otu263370","otu264331","otu265060","otu265487","otu267337","otu267443","otu268177","otu270930","otu271789","otu271931","otu271958","otu272939","otu273054","otu274089","otu276586","otu279850","otu280449","otu281259","otu283555","otu284157","otu286356","otu287098","otu287132","otu289481","otu290333","otu291017","otu294200","otu294208","otu295992","otu296447","otu297517","otu299057","otu302387","otu303302","otu305533","otu311714","otu312554","otu312684","otu312836","otu313989","otu315742"
"D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D3",0,0,0,0,0,0,2,0,94,0,0,0,7,0,2,0,0,0,0,75,7,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,2,0,0,0,0,3,0,0,0,2,0,0,2851,0,0,239,0,11,26565,0,0,0,0,0,2,6,9,2,4,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,0,0,0,0,28,3,0,0,353,10,0,3,0,0,0,0,0,0,0,58,1,0,10,0,57,0,0,0,5,2,0,0,0,2,0,0,0,0,0,5,0,30,0,12,0,2,0,17,0,3,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,2,0,21,0,0,30953,0,0,0,0,0,0,0,308,0,1229,0,0,0,0,8,0,0,31,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0
"D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0
"D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,205,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"D6",287,52,30,3,0,0,14,17,184,8,0,0,39,37,6,34,0,3,13,0,208,0,0,28,0,12,28,30,26,0,55,0,242,156,0,289,14,7,0,9,31,46,0,32,0,25,0,3,9,5,95,0,0,36,0,0,17,0,0,1,0,217,0,0,6,52,123,36,43,21,0,0,23,19,0,39,0,98,0,0,38,0,13,9,37,17,15,38,16,17,0,0,92,178,82,0,17,0,0,183,0,24,4,419,31,99,0,18,0,0,0,10,41,52,0,0,0,0,303,354,0,86,0,39,12,6,30,105,35,0,111,0,4,19,81,0,58,15,4,378,0,19,15,1218,21,24,0,0,0,0,19,155,0,18,16,6,256,83,0,76,6,6,128,78,0,23,19,1,43,48,0,0,73,0,1,64,21,0,4,0,11,24,0,112,0,242,39,0,0,0,16,162,0,31,126,26,4,19,161,0,0,78,2,5,0,0,9,1,0,37,0,0,9,3,1,0,0,40,0,0,10,43,22,0,0,50,32
"D7",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,120,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1053,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,2,0,0,0,8097,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8",9,6,2,0,0,0,55,0,350,0,0,0,20,5,0,0,3,0,0,0,0,0,0,2,0,0,49,0,0,20,20,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,45,32,0,22,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,225,0,0,12,0,0,14,2,0,0,0,0,4,0,0,0,0,0,0,0,0,87,0,0,0,0,0,170,0,0,0,3249,0,0,0,0,11,0,5,867,4,0,0,0,0,0,0,0,114,0,24,5,0,0,50,0,0,0,0,0,27,0,0,0,0,32,24,0,0,0,44,0,4,0,0,0,0,0,0,0,0,41,1,0,0,324,0,0,0,0,0,0,0,0,36,59,0,0,0,0,0,1,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,107,0,0,0,0,0,0,0,0,0
"D9",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1559,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7772,0,0,0,0,0,9,0,0,0,0,12156,0,0,0,0,0,0,0,0,0,0
"D10",0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D11",0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,18,166,0,0,0,0,0,0,12,16,6,0,0,0,0,0,0,0,95,0,0,3,5,0,2,0,0,0,0,236,24,0,3,0,0,0,0,0,0,0,0,1,23,0,0,0,48,0,11,0,0,0,3,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,0,1,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,170,0,5,0,0,0,0,209,1272,1,11,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,0,0,325,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,10,27,0,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,2,0,0,0,0,11,0,2,0,1,0,0,0,0,16,8,0,0,0,21,0,0,0,2,0,0,0,0,0,2,3,0,0
"D12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204328,0,0,0,0,0,0,0,0,0,0,0
"D13",0,0,0,0,0,5,0,2,0,0,0,43,0,0,0,0,0,0,6,0,15,168,0,0,3,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,2,7,17,2160,0,66,0,0,0,15,0,0,0,0,8,0,27,0,9,0,0,34,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,37,12,0,0,0,3,0,0,0,29,0,0,59,0,0,0,358,0,97,4,0,0,0,0,0,0,0,0,0,0,0,8,51,0,0,0,0,0,34,11,0,0,0,0,0,0,2,0,0,0,0,195,24,0,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0,75,131,0,0,0,0,0,0,0,1,817,0,5,0,0,516,6,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,3
"D14",0,0,0,24,0,16,0,56,0,0,0,0,0,0,3,0,85,0,0,0,106,0,0,15,20,0,7,2,0,4,0,0,216,0,0,0,3,10,0,2,0,0,3,15,309,24428,0,0,0,0,0,0,0,0,0,0,23,316,6,0,0,204,0,0,0,0,0,60,0,24,0,0,0,951,0,0,64,0,39,0,12,0,0,15,0,20,80,1,0,0,0,0,353,0,0,0,0,0,35,0,0,1,0,1260,9532,5,0,0,0,118,0,0,3,0,0,0,17,0,13,215,0,0,0,4,0,123,36,0,24,0,4,0,217,36,0,3,0,17,20,6,7,0,165,0,0,13,20,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,21,0,0,0,241,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,49,64,0,2,0,0,53,0,12,6,22,10,0,0,0,32,4,3,0,0,25,0,0,0,18,0,0,0,0,0,20,1,455,0
"D15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"D16",197,3,23,57,0,0,0,0,53,67,1,0,43,3,3,31,0,0,0,0,0,0,0,75,1,12,1,4,0,36,7,0,5,0,0,0,0,40,0,0,453,0,0,30,7,28,0,0,9,227,0,0,0,0,0,0,7,24,196,0,121,91,0,4835,7,101,34,28,11,15,0,0,60,14,0,137,2,7,0,0,28,0,38,0,4,5,20,61,0,0,0,0,33,94,61,0,0,18,0,0,0,44,137,110,261,25,0,3,0,114,119,11,0,0,0,0,0,0,134,0,430,30,0,4,0,31,0,51,28,137,25,0,0,2,24,0,9,0,0,913,4,0,9,0,2,770,0,0,0,0,0,0,0,0,56,0,46,12,0,33,0,0,144,282,0,305,9,0,0,30,0,0,30,11,25,0,1,0,64,0,13,0,0,29,0,17,0,0,0,0,0,0,0,1567,97,3,2,0,332,31,2,3,12,8,0,0,0,0,0,50,0,0,17,5,29,0,0,107,3,0,23,56,2,0,0,71,244
"D17",0,0,2,0,7,0,0,0,0,0,27,2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,6,1370,0,27,0,0,0,0,0,6,0,6,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,16,0,0,0,0,8,7,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0,0,19,0,0,11,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,4,44,0,268,2,0,0,0,0,0,3,0
"D18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,39810,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0
"D19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,10232,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D20",0,0,0,0,665,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3398,0,6,21,0,0,0,0,0,0,0,0,1034,0,0,61,0,0,0,0,0,0,0,15,0,0,60,0,0,0,46,0,0,5958,0,128,229,0,0,0,6,0,0,7,40,0,0,0,0,0,0,18,142,12,0,4,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,830,0,0,0,851,0,204,0,0,0,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,43,0,0,0,0,0,127,0,0,0,0,0,0,0,0,20,0,0,0,92,0,0,0,0,0,0,0,0,0,12,0,0,139,0,0,125,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269,98,0,0,0,0,0,0,1510,220,0,0,0,0,0,0,0
"D21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15956,0,0,0,0,0,0,0,0,0,0,0
"D22",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,3,0,0,2,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19750,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,2,0,0,0,0,0,0,0
"D23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"D24",200,42,18,0,0,0,6,2,64,0,0,0,16,29,1,13,0,2,11,0,117,0,0,28,0,3,15,9,8,3,18,0,120,56,0,209,7,6,0,4,3,32,0,19,0,21,0,5,5,0,59,0,0,11,58,0,8,1,0,0,0,125,0,0,2,41,50,16,6,3,0,0,12,25,0,23,0,65,0,0,31,0,3,6,32,14,11,37,5,6,0,0,78,153,52,0,9,0,0,159,17,14,1,119,20,95,0,3,6,19,1,11,6,10,0,1,0,0,189,159,0,70,0,7,0,1,5,72,15,0,10,0,2,15,27,0,71,6,0,110,0,9,13,170,23,10,0,0,0,0,23,76,0,42,18,0,96,60,0,71,5,1,112,94,0,20,2,2,22,23,6,0,28,0,0,15,10,0,2,0,6,2,0,21,0,170,8,0,0,0,15,24,0,23,66,10,5,7,90,0,0,65,1,3,0,0,1,2,0,9,0,0,15,0,0,0,0,17,0,0,2,29,11,0,0,20,11
