"Sample","otu103","otu2379","otu2423","otu2890","otu3392","otu3990","otu6383","otu7576","otu8173","otu10439","otu11469","otu12942","otu14164","otu14687","otu16950","otu17585","otu18139","otu19110","otu19222","otu20282","otu20391","otu20703","otu22228","otu23285","otu25063","otu25427","otu25710","otu28108","otu31152","otu31325","otu31444","otu31969","otu32195","otu32615","otu33234","otu36476","otu39098","otu39807","otu43591","otu45913","otu48041","otu48408","otu48887","otu50008","otu50138","otu50467","otu52238","otu53645","otu54876","otu55081","otu55238","otu56581","otu59067","otu59191","otu60864","otu66318","otu68191","otu71155","otu73457","otu74222","otu76164","otu76835","otu76999","otu82036","otu84287","otu84549","otu87197","otu88227","otu89221","otu93238","otu93508","otu96417","otu96750","otu97002","otu98406","otu100173","otu100185","otu102612","otu105055","otu105918","otu108443","otu108571","otu112686","otu114021","otu114513","otu115907","otu116772","otu118033","otu118446","otu119012","otu119351","otu119688","otu124110","otu128725","otu131157","otu133662","otu134168","otu135996","otu136348","otu136731","otu141404","otu141623","otu142678","otu144130","otu146262","otu150436","otu150668","otu151653","otu152190","otu152392","otu152633","otu155450","otu155734","otu156628","otu156773","otu165510","otu167689","otu168963","otu169626","otu169862","otu171230","otu176043","otu178937","otu180428","otu183494","otu184889","otu187124","otu191377","otu195186","otu196432","otu196435","otu196730","otu197535","otu198682","otu199327","otu199919","otu199925","otu200917","otu201666","otu202429","otu203792","otu204699","otu209458","otu210135","otu210568","otu211475","otu212247","otu212474","otu213730","otu214531","otu214596","otu215966","otu217172","otu217482","otu217551","otu218012","otu218128","otu220670","otu221165","otu221454","otu224289","otu224843","otu225267","otu225313","otu227914","otu233140","otu233874","otu235052","otu236476","otu239729","otu242522","otu243901","otu244479","otu246873","otu247588","otu248700","otu249461","otu250554","otu250673","otu252230","otu254406","otu254548","otu255165","otu255693","otu257293","otu262772","otu263370","otu264331","otu265060","otu265487","otu267337","otu267443","otu268177","otu270930","otu271789","otu271931","otu271958","otu272939","otu273054","otu274089","otu276586","otu279850","otu280449","otu281259","otu283555","otu284157","otu286356","otu287098","otu287132","otu289481","otu290333","otu291017","otu294200","otu294208","otu295992","otu296447","otu297517","otu299057","otu302387","otu303302","otu305533","otu311714","otu312554","otu312684","otu312836","otu313989","otu315742"
"D55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"D56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,17222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D57",0,0,80,0,0,0,0,0,167,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,1,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,83,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,252,0,0,0,0,0,0,0,1496,0,1832,4,0,0,0,627,0,0,2,0,1600,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,42,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2183,48,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,84,0,119,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,2,0,0,102,33,0,0,0,0
"D58",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,204,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,15,155,0,2,0,0,0,0,0,20,262,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D59",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D60",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,21,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"D61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,102,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,7,0,0,0,0,0,114,0,0,3,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,3,0,0,0,0,15,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D62",0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,6,0,396,0,0,0,0,0,26,0,0,0,0,1126,0,6,1,4,882,41,135,0,0,0,3,0,0,119,0,0,0,2,0,0,13,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2,0,9,0,0,0,4,0,31,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,143,0,0,34,0,0,0,1,0,0,0,0,0,0,5,0,0,804,0,0,0,1,0,8,0,1068,22,3,0,0,0,2,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,57,0,0,0,11,989,0,496,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,2,0,0,491,0,0,0,0,33,250,0
"D63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,157,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,68,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,936,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0
"D65",0,0,0,0,319,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,40,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,73,0,0,15,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D66",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8333,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D67",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3321,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,0,0,0,0,0,0,0
"D68",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D69",0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,3,0,38,0,1,5,0,0,0,0,0,2,0,0,1462,0,2,2,0,0,0,61,0,7,0,0,0,0,0,3,0,0,0,0,0,284,0,5,18,0,5,0,2,0,0,2,841,0,0,0,0,0,14,30,4,0,0,1,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,70,0,0,0,0,81,0,0,8,691,0,226,0,0,0,0,0,0,0,0,20,0,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,469,0,0,12,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,44,0,0,0,3,0,16,0,2,0,0,0,13,0,0,5,0,0,1,3,0,3,0,0,0,0,0,16,0,0,2,0,209,0,2,48,0,66,0,0,2,2,0,0,0,13,0,0,0,0,0,2,40,0,15,0,0,0,196,4,0,0,0,13,29,0,1088,7,0,0,0,0,2,0,0
"D70",137,7,95,2,0,0,11,1,159,0,0,0,89,2,2,15,0,0,3,0,0,0,0,15,4,2,2,7,0,0,20,0,55,0,0,32,0,10,0,0,13,0,0,11,0,0,0,0,15,17,0,2,3,5,0,0,17,0,121,0,14,63,0,209,8,17,37,25,16,3,0,0,14,27,0,491,2,5,0,0,36,64,58,0,21,3,2,31,0,0,0,0,66,164,17,0,0,0,4,0,0,9,49,30,327,64,0,3,0,0,65,100,0,115,0,0,0,0,238,107,23,20,0,1,0,29,0,90,5,0,20,0,0,1,41,0,13,22,4,957,0,22,12,0,0,747,0,0,0,0,37,12,0,0,35,2,83,4,0,10,0,9,194,262,0,150,17,0,15,25,0,0,177,106,6,139,2,2,0,46,31,0,0,9,0,8,0,1,0,0,0,0,0,12,100,2,8,2,122,81,13,0,0,4,0,0,0,3,7,7,2,0,8,1,14,67,0,62,0,95,23,71,2,0,0,5,30
"D71",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,989,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D72",175,13,8,1,0,0,3,6,40,1,0,0,9,12,3,6,0,75,1,0,0,2,2,49,0,2,6,8,20,8,28,0,67,44,0,98,10,2,0,0,14,12,0,31,0,4,9,1,13,0,68,2,0,29,0,0,9,0,16,1,1,37,0,14,2,100,102,19,12,2,0,0,1,0,0,10,0,58,0,0,123,12,10,2,8,4,3,19,13,2,0,0,2,48,18,0,5,4,5,157,0,3,5,93,3,83,0,7,8,4,161,8,0,20,7,2,0,0,163,27,0,53,0,20,2,3,20,25,4,3,53,0,1,4,31,0,15,3,1,216,0,22,1,775,2,38,0,23,11,0,4,53,0,61,7,2,33,37,0,35,9,8,69,42,0,15,4,0,32,30,0,0,27,0,3,41,6,0,1,0,10,6,0,120,0,81,18,0,0,0,0,50,9,13,53,17,3,9,95,1,0,61,2,0,0,0,0,0,104,10,0,0,8,0,2,0,0,6,0,0,0,24,11,0,0,8,11
"D73",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,1,0,0,0,552,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,9266,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D75",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,69,0,0,0,0,0,0,1,0,0,0,4,0,0,31316,0,27,54,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1237,0,0,0,8,0,1344,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,124,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,1,0,0,406,0,0,0,0,0,0,0,0
"D76",0,0,0,0,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,5,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,31,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D79",6,0,0,5,0,328,5,0,0,0,0,0,13,0,36,10,0,0,0,0,0,0,0,0,0,0,0,11,0,36,0,0,2,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,27,0,20,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,76,0,0,1,0,0,0,0,28,0,0,0,0,0,30,0,0,23,0,0,0,7,0,0,7,0,20,0,0,0,0,0,1,0,0,50,0,5,0,0,0,51,406,666,0,0,0,8,0,0,0,2,0,0,0,0,3,33,0,0,0,5,0,0,0,0,0,0,1,53,3524,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,44,0,0,0,1,14,0,0,615,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,10,0,0,0,0,0,5325,0,2
"D80",1,11,0,0,0,0,2,86,0,0,0,0,0,0,0,23,0,21,0,0,5,0,0,0,6,10,0,0,0,0,1,0,7,225,0,29,0,15,0,0,0,26,0,0,0,0,0,195,0,0,26,0,0,39,0,0,15,0,14,0,2,32,0,0,0,0,62,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,36,11,0,0,0,0,27,0,0,1,2,0,201,0,2,1,0,0,48,0,0,5,5,0,6,0,13,0,0,0,0,56,0,0,0,0,19,787,10,28,4,0,0,0,0,0,13,0,0,0,0,16,1,0,0,0,0,0,0,3,0,0,81,0,2,0,0,3,0,0,0,0,74,0,0,5,13,0,3,0,0,41,11,0,0,0,0,16,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,26,0,0,64,20,0,0,0,0,78,0,83,5,0,0,0,0,0,373,0,0,0,2,4,0,0,0,0,0,0,36,0,4,0,4,0,4
"D81",0,70,313,17,0,1,0,12,147,0,0,0,121,5,24,2,0,0,136,0,31,0,0,0,0,0,0,10,0,99,0,0,0,0,0,0,0,43,0,0,0,290,0,375,0,76,0,0,9,0,14,0,0,0,0,0,8,29,0,0,0,0,0,27,119,0,0,8,0,1,0,0,186,0,1,13,3,0,0,0,0,0,133,0,0,1,0,8,0,0,0,0,247,0,7,0,0,75,0,6,0,10,0,0,0,2,0,0,5,0,2,4,0,74,0,0,0,0,184,253,0,0,0,0,0,147,0,440,0,204,0,2,0,0,113,0,27,93,0,2269,3,27,127,0,0,225,0,0,0,0,0,79,0,0,29,0,69,0,0,135,0,54,48,169,0,79,0,0,1,0,0,0,0,0,3,803,54,11,10,0,264,0,0,0,0,55,9,0,0,1,0,0,0,185,327,0,25,0,31,57,0,0,2,204,0,0,0,0,0,97,0,0,28,6,0,0,0,18,0,0,0,19,37,0,0,0,19
"D82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1716,0,0,0,0,0,0,4160,0,0,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,14,0,0,0,0,3156,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,668,0,76,0,0,0,0,0,65,0,0,0,13,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,29,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,2,0,9,0,0,0,0,0,0
"D83",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0
