"Sample","otu103","otu2379","otu2423","otu2890","otu3392","otu3990","otu6383","otu7576","otu8173","otu10439","otu11469","otu12942","otu14164","otu14687","otu16950","otu17585","otu18139","otu19110","otu19222","otu20282","otu20391","otu20703","otu22228","otu23285","otu25063","otu25427","otu25710","otu28108","otu31152","otu31325","otu31444","otu31969","otu32195","otu32615","otu33234","otu36476","otu39098","otu39807","otu43591","otu45913","otu48041","otu48408","otu48887","otu50008","otu50138","otu50467","otu52238","otu53645","otu54876","otu55081","otu55238","otu56581","otu59067","otu59191","otu60864","otu66318","otu68191","otu71155","otu73457","otu74222","otu76164","otu76835","otu76999","otu82036","otu84287","otu84549","otu87197","otu88227","otu89221","otu93238","otu93508","otu96417","otu96750","otu97002","otu98406","otu100173","otu100185","otu102612","otu105055","otu105918","otu108443","otu108571","otu112686","otu114021","otu114513","otu115907","otu116772","otu118033","otu118446","otu119012","otu119351","otu119688","otu124110","otu128725","otu131157","otu133662","otu134168","otu135996","otu136348","otu136731","otu141404","otu141623","otu142678","otu144130","otu146262","otu150436","otu150668","otu151653","otu152190","otu152392","otu152633","otu155450","otu155734","otu156628","otu156773","otu165510","otu167689","otu168963","otu169626","otu169862","otu171230","otu176043","otu178937","otu180428","otu183494","otu184889","otu187124","otu191377","otu195186","otu196432","otu196435","otu196730","otu197535","otu198682","otu199327","otu199919","otu199925","otu200917","otu201666","otu202429","otu203792","otu204699","otu209458","otu210135","otu210568","otu211475","otu212247","otu212474","otu213730","otu214531","otu214596","otu215966","otu217172","otu217482","otu217551","otu218012","otu218128","otu220670","otu221165","otu221454","otu224289","otu224843","otu225267","otu225313","otu227914","otu233140","otu233874","otu235052","otu236476","otu239729","otu242522","otu243901","otu244479","otu246873","otu247588","otu248700","otu249461","otu250554","otu250673","otu252230","otu254406","otu254548","otu255165","otu255693","otu257293","otu262772","otu263370","otu264331","otu265060","otu265487","otu267337","otu267443","otu268177","otu270930","otu271789","otu271931","otu271958","otu272939","otu273054","otu274089","otu276586","otu279850","otu280449","otu281259","otu283555","otu284157","otu286356","otu287098","otu287132","otu289481","otu290333","otu291017","otu294200","otu294208","otu295992","otu296447","otu297517","otu299057","otu302387","otu303302","otu305533","otu311714","otu312554","otu312684","otu312836","otu313989","otu315742"
"D114",0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,75,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,6,0,0,0,0,616,0,0,0,5,0,0,0,0,0,293,0,681,0,0,903,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D115",372,20,2,4,0,0,11,3,140,27,0,0,20,35,2,14,0,0,1,0,39,0,0,39,0,9,47,13,8,2,26,0,98,51,0,385,13,6,0,2,0,52,0,37,0,17,8,11,10,0,24,0,0,30,0,0,21,0,0,0,0,75,0,0,6,96,99,20,25,3,0,0,14,0,0,11,0,116,0,0,40,0,0,7,9,14,8,64,6,29,0,0,29,237,86,1,15,0,2,80,0,18,2,153,16,104,0,4,1,0,22,19,17,7,0,3,0,0,358,98,0,66,0,8,4,1,24,32,31,0,176,0,0,41,20,0,43,5,0,237,0,7,6,3383,26,17,0,0,0,0,19,39,0,183,6,0,89,71,0,90,4,5,110,104,0,30,15,3,57,69,0,0,42,0,0,0,4,0,3,0,8,2,0,196,0,173,27,0,0,0,5,209,0,0,144,10,11,16,98,0,0,97,0,0,0,0,0,0,0,28,0,0,4,0,0,9,0,29,0,0,2,10,15,0,0,41,22
"D116",28,76,0,0,0,0,0,100,0,0,25,0,0,15,0,224,0,0,0,1,401,0,0,153,0,19,3,48,35,56,0,2,77,575,0,0,0,49,0,0,0,18,0,0,2806,926,0,0,31,0,0,13,0,1,0,0,17,102,575,0,0,369,0,1,28,0,0,77,0,109,0,0,0,231,0,76,120,0,0,0,0,0,0,39,0,358,65,0,0,0,0,0,130,191,486,0,0,0,28,145,0,0,1,22,0,1699,0,0,205,130,0,92,0,0,0,22,15,0,50,867,0,0,0,1456,159,981,129,0,724,0,47921,0,0,343,0,0,422,0,22,28,33,0,300,0,78,22,503,16,0,0,0,0,0,0,0,0,0,0,0,849,0,35,0,0,0,11,0,0,13,0,0,0,0,0,430,0,20,0,17,8,0,0,0,0,0,0,0,42,0,0,97,0,0,0,102,0,0,0,0,494,0,3,57,0,0,0,0,0,467,102,0,0,0,8,0,0,0,365,0,104,0,0,0,4,10,0,57
"D117",0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,523,0,0,0,20,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,0,0,27,0,0,0,0,0,0,0
"D118",0,0,0,0,368,0,0,0,0,0,326,0,0,0,0,0,0,0,0,445,0,0,616,0,0,0,0,0,0,0,0,1085,0,0,214,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,360,0,314,0,0,0,542,0,0,0,0,819,0,0,0,65,0,94,0,0,0,143,1345,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,161,0,0,51,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,341,702,906,0,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,749,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,454,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,1796,126,0,5598,0,0,270,0,0,0,0,0
"D119",6,0,0,0,310,0,0,0,0,0,0,1,0,0,2,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,41,381,0,0,0,0,3,0,0,0,0,0,0,0,0,0,565,161,0,0,0,0,2,0,0,0,0,7,0,375,12,0,0,5,0,0,0,0,0,2,0,6,13,0,0,0,2,0,0,0,0,0,0,41,0,3,0,0,0,31,0,0,0,0,0,0,0,0,152,0,0,1,0,0,0,22,0,3,0,1,0,0,0,0,2,0,0,0,0,0,118,26,0,44,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,92,0,0,0
"D120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D121",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D122",0,1,45,20,0,11,54,7,15154,22,0,0,18,7,53,2,0,0,86,0,0,0,0,63,23,8,123,12,0,137,3,0,53,3,0,0,161,0,0,0,87,0,0,11,0,89,0,3,7,54,0,190,0,20,0,0,0,0,297,6,0,230,0,0,71,773,34,82,0,0,0,0,33,393,0,200,5,11,0,0,40,0,26,204,0,2,43,26,0,0,0,0,249,8,913,0,4,83,0,0,0,35,9,371,31,23,0,5,0,40,0,0,39,0,0,0,0,0,1454,163,0,30,0,0,2,494,0,81,517,1148,2397,0,9,0,4,12,2,75,0,1232,5,5,287,0,3,1187,3,0,0,0,0,23,0,0,36,1,206,20,0,75,6,29,7,8,0,13,35,3,39,0,0,0,7,0,41,270,59,16,9,0,36,5,2,0,0,16,183,0,0,0,0,0,0,63,100,4,2,0,56,7,0,0,0,3,0,0,4,0,4,28,0,0,5,3,41,22,0,173,0,0,0,76,1,12,0,242,0
"D123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"D124",0,0,0,0,484,3,0,0,0,16,25,0,0,0,0,0,0,12,1,685,0,29,18,0,1,0,0,0,0,0,2,28,0,0,13,0,0,0,95,10,18,0,0,0,0,0,0,0,0,17,0,0,2210,0,0,130,7,0,9,16,0,0,4,295,0,0,0,0,0,0,2,0,54,18,38,0,0,0,0,0,0,7,0,67,4,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,20,0,0,6,169,0,0,0,0,0,0,0,0,0,2,177,0,34,8,0,17,0,0,0,0,0,10,0,0,3,10,0,122,0,0,0,0,0,0,11,2,0,0,37,3,0,0,6,0,0,0,0,15,0,0,0,26,0,8,0,67,3,0,0,0,22,0,9,0,0,13,15,0,0,0,1,0,0,0,11,0,72,0,0,31,0,0,9,0,363,0,0,8,0,3,0,0,13,0,0,11,4,0,5,12,0,100,5,5,0,61,5,0,0,0,18,14,0,199,0,0,11,0,0,0,30,0
"D125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,335,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0
"D126",0,0,0,0,23,0,6,0,0,4,3,99,0,0,5,0,0,3,0,264,0,0,0,0,0,0,0,0,3,3,0,16,0,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,32,1852,0,927,75,0,0,0,0,0,0,26,26,0,0,0,2,0,0,0,7,14,3,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,1,27,0,4,2,0,0,0,0,0,4,0,0,0,0,3,0,0,2,0,31,33,0,0,2,0,13,0,0,0,0,4,0,0,0,0,0,3,0,0,5,1,0,0,0,7,0,0,0,52,0,0,0,14,6,0,0,0,0,0,0,16,11,0,19,0,26,0,0,0,0,0,0,0,0,0,4,70,0,2,0,0,0,0,0,0,0,10,0,0,35,0,0,0,0,0,0,2,0,5,0,0,0,74,0,0,1,0,0,0,0,0,1,0,5,0,0,0,2,0,9,0,0,0,468,2,0,3,0,0,0,0,0
"D127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"D128",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100322,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
"D129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"D130",0,0,0,0,0,0,0,0,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,49,0,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,625,0,0,0,0,542,0,451,60,0,0,0,0,0,0,0
"D131",13,9,43,0,0,0,0,7,508,0,0,0,14,1,9,6,0,0,0,0,0,0,0,7,0,0,2,3,0,90,0,0,2,0,2,0,2,0,0,0,0,0,0,6,0,1,0,3,47,0,0,30,0,0,0,0,96,0,117,0,0,37,0,2,26,140,5,3,5,0,0,6,30,0,7,4,0,24,0,0,6,0,33,0,0,2,0,16,0,0,0,0,0,23,61,0,0,28,0,0,0,7,9,3,0,84,0,0,0,0,0,0,11,0,0,0,0,10,176,129,0,54,0,0,0,24,0,52,1,486,0,0,0,3,213,0,3,59,0,926,0,16,11,0,0,196,0,0,0,0,1,0,12,2,8,0,119,10,0,38,0,10,24,23,18,11,4,3,6,0,0,139,0,2,1,26,50,0,3,0,79,16,2,0,0,7,8,0,0,0,0,0,0,21,21,0,6,0,69,0,0,0,0,6,0,1,0,1,2,9,0,0,4,0,117,0,2,34,0,0,1,65,6,1,0,4,31
"D132",0,0,0,0,400,30,0,0,260,0,0,60,0,0,79,0,0,67,0,34,0,0,53,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,251,78,339,883,0,319,0,78,378,0,873,194,0,0,0,0,0,0,0,0,72,0,0,91,130,0,215,200,0,13,97,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,1768,0,0,113,0,0,0,0,0,95,332,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,287,0,0,0,0,390,0,76,0,377,0,0,0,759,0,83,0,53,347,0,0,0,0,211,0,0,201,0,0,0,221,0,0,0,111,0,0,511,0,0,201,428,0,0,0,0,0,0,0,0,0,0,0,0,600,0,12,12,0,345,0,0,310,0,50,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,448,472,0,143,501,0,0,0,0,0,223,0
"D133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D134",0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,491,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,102,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13274,0,0,0,0,0,0,0,0,0,0,0,4360,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D135",321,35,29,0,0,0,0,0,143,1,0,0,25,47,13,13,0,2,2,0,0,0,0,70,1,9,55,7,0,4,52,1,0,88,0,0,15,3,0,0,13,0,0,0,21,25,0,0,11,0,0,0,0,58,24,0,33,2,11,0,0,55,0,0,2,69,153,44,8,0,0,0,27,31,0,30,1,86,0,0,36,2,8,0,21,17,14,45,0,0,6,3,44,162,48,0,8,0,0,0,0,3,0,259,4,78,0,8,0,0,43,8,57,77,1,0,2,0,350,362,20,119,0,6,0,3,32,53,18,3,44,0,0,0,51,0,23,0,1,393,0,0,2,225,16,51,0,0,0,0,0,0,0,4,22,2,223,76,0,105,11,17,155,126,0,18,10,7,19,39,0,0,57,1,2,68,28,0,8,5,18,16,0,41,0,255,53,0,0,0,2,82,0,62,148,6,2,30,73,0,0,0,0,0,0,94,11,0,0,42,0,0,15,1,1,0,0,26,0,0,6,36,0,0,0,80,11
"D136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,6,0,0,0,91124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"D137",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,94,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,155,0,0,0,0,100,0,0,0,71,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,1,0,0,55,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,228,0,0,0,0,0,0,0
"D138",0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,9,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7,0,0,0,45,0,4217,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,28,36,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"D139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D140",0,0,2,0,0,0,0,0,102,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,42,5,0,0,0,0,0,0,0,0,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,23,0
"D141",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,352,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,61,0,0,0,0,1622,0,59,0,127,0,0,0,0,0,0,0,150,0,2,0,0,0,0,0,70,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,0
"D142",2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
